token_len,entity_count,bridge_flag,label,question,id
6,2,0,C,Which  American politician did Donahue replaced ,5adf732a5542993a75d264e9
19,3,0,C,"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds?",5ac2a912554299218029dae8
10,1,0,C,How old is the female main protagonist of Catching Fire?,5a7272eb5542997f827839d7
16,2,0,C,Chang Ucchin was born in korea during a time that ended with the conclusion of what? ,5ac2c3545542990b17b1548b
21,3,1,C,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,5ae3b4d05542992f92d82349
26,3,0,C,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?",5a76a401554299373536012b
13,2,0,C,Were Pavel Urysohn and Leonid Levin known for the same type of work?,5ae3918b5542994393b9e709
12,3,1,C,Are both The New Pornographers and Kings of Leon American rock bands?,5a8efd3c55429918e830d179
12,4,0,C,"750 7th Avenue and 101 Park Avenue, are located in which city?",5a8b63755542997f31a41cfe
33,2,0,C,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?",5ac15df95542994d76dccded
9,3,1,C,"Who was born first, Pablo Trapero or Aleksander Ford?",5a7a02235542996c55b2dcd3
9,2,0,C,Are Jane and First for Women both women's magazines?,5ac061ab554299294b218fac
11,2,0,C,What profession does Nicholas Ray and Elia Kazan have in common?,5ab5a2f85542997d4ad1f197
9,1,1,C,Where is the company that purchased Aixam based in?,5abd7ca05542993062266cab
14,3,0,C,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?",5a8ce5c7554299441c6b9f64
17,3,1,C,"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg?",5a81ff1d554299676cceb1c3
13,3,0,C,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,5ae732685542991e8301cbc3
61,12,1,C,"The Royal Commission into Drug Trafficking (1977–1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?  ",5a8a2ebc5542996c9b8d5e33
43,6,0,C,"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?",5add28c85542992ae4cec4be
21,2,0,C,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,5a7d90195542991319bc93cf
34,5,0,C,"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed by Missoula? ",5abe3f9455429976d4830aaa
19,1,0,C,Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?,5abee5e25542994516f45473
18,1,1,C,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,5ae78ec5554299540e5a5605
26,4,0,C,"What American country music singer-songwriter, born in May of 1942, sang a duet with her ex-husband the same year that he released the song ""The Battle?""",5a760a5f554299109176e629
9,3,1,C,"Who was born first, Francis Nethersole or Elizabeth Stuart?",5a7a52745542996c55b2dd4f
15,1,0,C,What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,5ac1f7f355429964131be2ae
23,5,0,C,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",5a74248855429929fddd83e5
7,1,0,C,What male actor starred in The Messenger?,5abd04f15542996e802b467e
11,1,0,C,Are Gin and tonic and Paloma both cocktails based on tequila?,5ac3ad225542995ef918c1da
8,2,1,C,Who is older Glenn Hughes or Ross Lynch?,5a736bfa5542991f29ee2e03
15,1,0,C,"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?",5addfe6c5542997dc790710e
29,7,0,C,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,5a7a0a965542996c55b2dce7
29,4,0,C,In what show did Cynthia Nixon receive the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,5a8ae49155429951533613a3
11,2,0,C,"Lee Jun-fan played what character in ""The Green Hornet"" television series?",5a74bdbf5542996c70cfadc7
29,7,0,C,"The 1895/96 Football League season was the eighth in Football League history with Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?",5ab99943554299131ca42391
32,4,1,C,"A Head Full of Dreams Tour is the seventh tour by Coldplay, and which had it's first show at a stadium that is known as Estadio Unico and is owned by who?",5a8195f35542995ce29dcc0c
40,7,0,C,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?",5ab70446554299110f219a94
27,4,0,C,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?",5adbe1e755429947ff173853
42,8,0,C,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?",5a904e725542995651fb5118
9,2,0,C,"Which band has more members, Saint Motel or Curve?",5a7daae35542990b8f503a1d
22,6,0,C,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ",5ae6038155429929b0807a55
15,3,0,C,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ",5a71458e5542994082a3e738
25,5,0,C,"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".",5a73332b5542992359bc3287
11,2,0,C,Iqaluit Airport and Canadian North are based out of what country?,5ae500fd55429908b63264d8
16,2,0,C,In what political party was the man who officially opened he Royal Spa Centre in 1972?,5ab292e4554299545a2cf993
21,3,0,C,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,5a8514545542992a431d1ad2
11,2,1,C,Are both Tim McIlrath and Spike Slawson American punk rock musicians?,5ae3345f55429928c4239682
16,2,0,C,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?",5ac1b48f55429963665198f3
23,2,0,C,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ",5ab9d58855429939ce03dc3a
40,8,0,C,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",5ab9121555429919ba4e238a
11,2,0,C,What profession does Am Rong and Alexandre Rockwell have in common?,5abf037a5542993fe9a41dbe
19,3,0,C,El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,5ab3ed12554299753aec59f3
15,1,0,C,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,5abcfc3b554299114383a1ad
14,2,0,C,What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,5a74f2ff5542993748c89748
10,2,1,C,what is the connection between Peter O'Meara and Norman Dike?,5ac52b495542994611c8b3de
24,3,0,C,"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?",5a72b1c25542992359bc3172
13,2,0,C,Who developed the prototype pacemaker used by the 34th President of the USA?,5a72a00d5542991f9a20c53c
19,2,0,C,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,5a8fa73e5542992414482b22
19,3,0,C,"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?",5a8dfbeb5542995085b3736e
22,5,0,C,Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,5ab39701554299233954ff5e
28,7,0,C,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?",5ab6ad2855429953192ad35e
11,2,0,C,What year was the winner of the 2016 Marrakesh ePrix born?,5adf8d5b5542995534e8c7e1
26,7,0,C,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?",5ae5b3df5542992663a4f20b
20,2,0,C,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,5ac2423755429951e9e684ff
17,2,0,C,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,5a822d4655429926c1cdae45
10,3,0,C,Which industry do Richard Hawley and Chicago's Catherine belong to? ,5ab9672655429970cfb8eabd
8,2,0,C,Are Pam Veasey and Jon Jost both American?,5abb1f745542996cc5e49fb5
9,1,0,C,Maurice Hines and his brother were famous for what?,5abbbd0f55429931dba144d5
13,2,0,C,Are the New Orleans Outfall Canals the same length as the Augusta Canal?,5ac3e8c65542997ea680c993
12,1,0,C,In which stadium do the teams owned by Myra Kraft's husband play?,5a87390555429960ec39b769
10,2,0,C,What southern California based band covered Blue Öyster Cult's Godzilla?,5a8766cb5542996e4f3087d6
27,6,1,C,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",5a7ca54c55429935c91b527f
25,5,0,C,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",5a90c2b35542995651fb51df
20,4,0,C,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",5ae0fa8b5542997b2ef7d0c6
9,0,0,C,Who invented the type of script used in autographs?,5a74a3bd55429979e28829da
22,0,0,C,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,5a8f938a55429918e830d275
13,3,0,C,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,5add3b665542997545bbbcd2
12,1,0,C,The Thoen Stone is on display at a museum in what county?,5ab728e45542992aa3b8c7b4
17,4,0,C,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?",5a74fbe55542996c70cfae63
16,5,0,C,"Prince William, Duke of Gloucester and Prince George of Denmark, were eventually monarchs of which Kingdom?",5ab30bbb55429976abd1bc39
12,3,0,C,"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?",5abdbeed5542993062266cdd
32,3,1,C,"What State has a Disney Resort & Spa that is a beachside hotel, resort and vacation destination offering complimentary children's activities and programs and that Djuan Rivers was a General Manager at?",5ab6e84a554299710c8d1fab
7,2,0,C,Are Wenling and Xinzheng both in China?,5a90454855429933b8a204bb
16,2,0,C,What is the birth date of the coach of the 2014-15 Michigan Wolverines men's basketball team?,5abeed7e5542993fe9a41da0
16,1,0,C,"Which organization presents the award in which Chris Noonan was nominated for his work in ""Babe?""",5ab5141a5542991779162d70
13,3,1,C,Where is the base of one of the three main British intelligence agencies?,5a832d225542990548d0b1bc
28,8,0,C,"When a Man Falls in Love, is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and which South Korean actor, born on ? ",5a7a0d455542990783324e13
29,6,1,C,What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,5a760f6855429976ec32bcf9
27,9,0,C,"Which English actor of stage, film and television from the 1978 BBC drama ""Pennies From Heaven"" appeared in the 2006 BBC Four television play ""Kenneth Williams: Fantabulosa!?""",5a8a35625542992d82986efd
11,1,1,C,Who hosted both Miss USA 1968 and The Price Is Right?,5ab42ebd5542992339550047
19,1,0,C,What video game published by Sierra Entertainment includes an antagonist figure who's mystery is the core of the series? ,5a7ccec9554299452d57ba72
16,3,0,C,Close to the Enemy starred the English actor known as Ash Morgan in what BBC series?,5a804fc45542992bc0c4a6f0
9,1,0,C,The Bass Rock Lighthouse was next to what Castle?,5add85b65542997545bbbd61
10,1,0,C,"Gülhane Park and Zografeion Lyceum, are located in which country?",5ac068d25542996f0d89cba2
26,4,0,C,"What is the name of the movie in which Edwin Brown plays a man that executed at least 400 people, including William Joyce and John Amery?",5ade8f5e55429975fa854f11
16,0,0,C,What genre of music is the solo artist that contributed to Real Damage a variant of?,5ac1b7495542994ab5c67dd9
16,1,0,C,Jake David Shapiro was best know for being the screenwriter of a film directed by who?,5ae27edc5542992decbdcd2d
23,2,0,C,"What book contains a poem which, along with ""Beowulf"" and the ""Anglo-Saxon Chronicle"", preserves a legendary list of the kings of the Angles?",5a84918e5542990548d0b2cf
22,2,0,C,Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military theorist popularly known as what?,5ac2ee675542990b17b154be
10,1,0,C,What state does Sang-Wook Cheong work as a materials scientist?,5ae4b3da55429913cc2044d6
11,2,0,C,What type of vegetation does Kniphofia and Baptisia have in common?,5ab93287554299753720f78f
18,3,0,C,"Californian rock band Lit recorded A Place in the Sun in 1995, but what's their best known song?",5ae64cab5542991bbc9760be
36,4,0,C,"Gary Harrison, began his career in the 1970s and has written over how many major-label recorded songs including several number-one hits, another artist who have recorded his work include Bryan White, an American country music artist?",5ae64cbf5542992ae0d162c1
15,3,0,C,The 1976 German Grand Prix was won by a driver who retired in what year?,5abae52a5542996cc5e49eea
17,1,0,C,What event at the Asian Junior Athletics Championships has men and women competing at the same time?,5ae7a9c8554299540e5a5631
16,4,0,C,Which 1999 French Open - Women's Doubles runner-up was born in Russia on 7 June 1981?,5ae0fcb855429945ae959492
16,2,1,C,What is the length of the River which has Wild Horse Creek as a tributary ?,5ae2e27155429928c423952a
11,3,0,C,Are Manhattan West and Singer Building both projects in New York?,5a80d30655429938b61421fe
16,3,1,C,Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,5a7e567b55429949594199a0
12,2,1,C,"Between two tennis players Kim Clijsters and Mary Pierce, who is older?",5a77bd595542995d83181291
18,4,1,C,Which American college that has sent students to Centre for Medieval and Renaissance Studies was founded in 1874?,5abffc58554299012d1db552
18,3,0,C,"Hot Coffee, Mississippi sometimes shares a zipcode with a nearby city with what population at the 2010 census?",5ab3dad4554299753aec59cb
15,4,0,C,Jo Ann Terry won the 80m hurdles event at what Sao Paulo-based event from 1963?,5ac12fda5542994d76dccdb0
9,2,0,C,"Pearl Lowe and Alison Goldfrapp, is of which nationality?",5a8e171b554299068b959e5a
23,4,0,C,Which British company whose majority of its business interests are in Asia was related to the London Based Trading house Matheson & Company?,5a79c7f95542994bb9457099
18,1,0,C,"What man, also known as mi Sde-Or, created a military self-defense system developed for the Israel Defense Forces?",5a731dee5542992359bc3238
11,2,0,C,Do musicians Robert Fleischman and Jimmy Barnes have the same nationality?,5ae377a35542994393b9e6db
20,3,0,C,"What is the name of this American multinational corporation that provides IT services, headquartered in New Jersey, that acquired Mirabeau?",5ae655c855429908198fa599
7,1,0,C,When was Fannie Lee Chaney's son born?,5a7906f55542990784727792
59,10,0,C,"The Canada Memorial in Green Park, London, United Kingdom, commemorates members of the Canadian Forces killed during the First and Second World Wars, the memorial was the result of lobbying and fund raising, much of it in Canada, by the former Canadian media tycoon Conrad Moffat Black, his title is what, of this British former newspaper publisher and author?",5ab74412554299110f219ae8
12,3,0,C,WNP-3 and WNP-5 were constructed by the agency formed in which year?,5ac4bfd05542997ea680caab
46,4,0,C,"he Central Harbourfront is a waterfront site it is the result of Central and Wan Chai Reclamation, and it sits to the east of the International Finance Centre (IFC), a skyscraper and an integrated commercial development on the waterfront of the Central District, of which territory?",5ab72adb5542993667793f5d
10,1,0,C,What city does Bundestag and Reichstag building have in common?,5abb06bc554299232ef4a3bb
11,2,0,C,"Which musician, Edwyn Collins or Jimmie Ross, played the bass guitar?",5ab51d295542996a3a96a01f
23,4,0,C,"what is the 3112 acre Pennsylvania state park that took over 11,000 to make due to the wave action of lake Erie called?",5ae3cf7e5542990afbd1e1e2
16,3,0,C, Teri W. Odom is a member of a scientific journal first published in 2007 by who?,5adffc93554299025d62a39f
19,2,0,C,What forensic psychiatrist consulted on numbers cases including one for a contract killer associated with the DeCavalcante crime family?,5a7315015542994cef4bc448
24,2,0,C,"Which American singer-songwriter known as ""the Caruso of Rock"", recorded on the Monument Records label and had hits such as ""Pretty One,"" and ""Uptown""?",5a75e7215542992db947370a
21,3,0,C,"The central character of ""The Adventures of Brer Rabbit"" was later adapted into which 1946 Walt Disney Company motion picture film?",5ab1ce395542997061209579
12,2,0,C,Abraham Weinberg was a suspect in the killing of which Irish-American hitman?,5a8afba155429949d91db458
14,1,0,C, Benjamin Halfpenny was a footballer for a club that plays its home matches where?,5ae3dde35542992f92d823a4
37,7,0,C,"The 2000–01 NBA season was the Jazz's 27th season in the National Basketball Association, and 22nd season in Salt Lake City, Utah, after the retirement of Jeff Hornacek, the Jazz signed free agents John Starks, and who?",5ade5a245542997c77adee0c
14,2,1,C,What was population of the city where the Dutch retired footballer Foeke Booy born?,5ae65d055542996d980e7b14
14,1,0,C,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,5a8a698255429930ff3c0dcf
20,2,0,C,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?,5adccafb5542992c1e3a2401
74,8,1,C,"Mookychick is an independent daily online magazine and community with more than 100,000 readers a month and over 5,000 forum members, content includes analysis of current sociopolitical events, social and cultural trends, alternative fashion, movies, books, music and arts and crafts from a feminist perspective, in contrast with feminist publications and communities such as which women's lifestyle magazine that is published six times a year, and is published by Debbie Stoller and Laurie Henzel? ",5ac4f4255542996feb3fe99d
14,1,1,C,Der Mond was composed by the man who was best known for what cantata?,5a85d5ba5542997175ce205a
13,3,0,C,Mackenzie Davis appeared in the 2013 Canadian romantic comedy film directed by whom?,5a8a1eb755429970aeb70261
11,2,0,C,The Developing Communities Project's first executive director was which former President?,5ac3bb805542993915413909
10,1,0,C,"Jane's Addiction and Weeping Willows, play which genre of music?",5a81102b554299260e20a22a
17,2,0,C,"Throne of Glass is a young adult high fantasy novel series, by which bestselling American fantasy author?",5a77a0205542995d83181225
15,0,0,C,"The largest ship in the ""Imperator"" class ocean liners had how many gross register tons?",5a8f7992554299458435d64c
27,3,1,C,Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series with the same name set in what city?,5ab28cfb554299340b525515
8,2,1,C,Were both Joseph Roth and Cid Corman authors?,5a83088a55429966c78a6afc
17,3,0,C,What was the event that Afghanistan competed in for the first time in 2017 officially known as?,5ab54b5c5542992aa134a298
23,4,1,C,Who was the director of the 2001 American romantic comedy film written by Marc Klein in which Lucy Gordon had a small role?,5ac23b6f55429951e9e684b4
15,1,0,C,What hamlet and census designated place was the location of the only pay-per-view Bunkhouse Stampede?,5ae4ba9255429913cc2044e6
16,1,0,C,La Barredora was a gang that declared war on the leader of the cartel based where?,5a7d231555429909bec76986
10,1,0,C,What year did the chairman of the Jenkins Commission die?,5a79cc3c5542994bb94570b6
9,2,1,C,"Who was born first, Odysseas Elytis or Cornel West?",5a769ac95542993569682c4f
31,9,1,C," ""Let Me Out"" is a song released as the fifth single from what band's fifth studio album ""Humanz"" which was recorded in London, Paris, New York City, Chicago, and Jamaica ?",5a8a45f05542996c9b8d5e89
14,1,0,C,Up to how far off can the Deal Timeball be from Coordinated Universal Time?,5adf01425542995ec70e8f53
9,1,0,C,"Superheaven and Oceansize, are bands of which shared genre?",5adc1b1a55429944faac2422
9,0,0,C,What nationality was a  historical drama film directed by?,5add67b05542995b365fab2a
12,2,1,C,"Who has more scope of profession, Richard Ford or Robert E. Howard?",5ac25c9055429951e9e68580
14,1,0,C,The American Aircraft Penetrator was modified from a helicopter produced by what nation's military?,5a8ef28c5542995b44241f0f
28,1,1,C,"Canton Road Station was a planned railway station on the Kowloon Southern Link of West Rail Line, that was to run beneath a large shopping mall located where?",5adf1bf75542993344016bd9
21,3,0,C,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,5a8235d25542995ce29dccda
38,2,1,C,Ghostbusters is a song written and recorded by Ray Parker Jr. as the theme song for a movie starring a Canadian-American actor who was an original member of the Not Ready for Prime Time Players on what show?,5a8edaa955429917b4a5bde3
16,3,0,C,"Gelatine was an airship piloted on September 19, 1905 by a pioneer American aviator and what?",5a82099e55429926c1cdadf9
13,3,0,C,"Which movie was released first, The Hunchback of Notre Dame or Saludos Amigos?",5ab808755542990e739ec7f2
19,1,0,C,In what country did the repression of citizens by a dictator during the period of 1973 to 1990 occur?,5a8596c85542992a431d1b53
19,2,0,C,The mother of the vice chair of Hillary Clinton's 2016 campaign for President is the director of what institue?,5ab90af655429916710eb0ec
41,8,0,C,"Michael Ralph DeVito (born June 10, 1984) is a former American football defensive end, he  the National Football League (NFL), DeVito attended high school at Nauset Regional High School an NEASC accredited high school located in North Eastham, in which state?",5a7d15e35542995ed0d165dd
11,1,0,C,"""Apocalypic"" is a song sung by Lizzy Hale from which group? ",5ac5247c55429924173fb602
15,3,0,C,Ted Sutton plays Sergeant Cunningham in a2002 film that stars Mel Gibson as what character?,5a80b23a5542992bc0c4a7b2
14,3,1,C,"Who is the former professional tennis player from Italy, Chris Evert or Mara Santangelo?",5a8d209555429941ae14df84
8,1,0,C,Who directed a film that included Sarah Manninen?,5adf698f5542993a75d264e2
38,4,0,C,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",5a8e506d5542990e94052ac8
16,2,1,C,"At the 2011 census, what was he population of the city where Kerry Saxby-Junna was born?",5ac3983a554299657fa290f5
33,5,0,C,"How many German scientists, engineers, and technicians, were recruited in post-Nazi Germany as a result of the clandestine operation where Arthur Rudolph became one of the main developers of the U.S. ?space program",5ac1bfd85542994ab5c67dfb
18,3,1,C, Marion is approximately 50 mi north of a city that is the third-most populous what in the U.S.?,5ae80b50554299540e5a5701
21,1,1,C,Jayantabhai Ki Luv Story includes a lead role for the film actress and model who is a native of what city?,5ae753b75542997b22f6a6db
11,1,1,C,"Which is currently more valuable, Temagami-Lorrain Mine or Meadowbank Gold Mine?",5a77251055429966f1a36ca5
29,5,0,C,St James Street appears as a segment of Whitecross Street on the 1610 map of the Monmouth by an English historian best known as a mapmaker of what perior?,5ac0551b5542997d64295a07
19,3,0,C,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,5a7f8a535542994857a76778
16,2,0,C,"Which city is the American rock band, that released their album on March 19, 2012, from?",5ac36a07554299218029dbd5
12,2,0,C,The Rossendale Free Press serves the town how far north of Manchester?,5ac3bf5e5542995ef918c20f
16,3,0,C,Which american president's father was a farmer and he was a former US representative from NY?,5a81fab9554299676cceb1b1
15,2,0,C,The End of the Innocence was a single by which former member of the Eagles?,5ac141dd5542991316484a9b
25,3,0,C,What suburban county on Long Island and the easternmost county in the U.S. state of New York is the location of a village called Lindenhurst?,5ab6ef2f554299710c8d1fc5
11,1,0,C,Which Lightweight division mixed martial artist founded the American Combat Association?,5ae546be5542990ba0bbb251
16,1,0,C,Which video game producers worked with an English film director to produce a film about sports?,5adc89435542994d58a2f639
13,3,0,C,Who won a Nobel Prize in 1943 and is associated with Max Volmer?,5a73f2265542993a88ae2ea9
10,3,1,C,Who was born first Neil LaBute or H. Bruce Humberstone?,5a7cbd7c554299452d57b9e6
11,0,0,C,Were Eatza Pizza and Your Pie founded in the same state?,5adf9e7e5542992d7e9f93be
9,2,1,C,Who is younger Mary Ramsey or Lee Ranaldo ?,5a7b970c554299294a54aa0b
29,2,0,C,What type of species is a Boreo-arctic Montane species found in the most northerly of the abstract five major circles of latitude as shown on maps of the Earth?,5ab8f24f55429934fafe6e20
14,1,0,C,What year was the thesis supervisor of Jocelyn Bell Burnell awarded the Eddington Medal?,5ab8f5685542991b5579f096
17,3,0,C,"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?",5a83cf395542996488c2e4e0
16,3,0,C,British band The Wanted's third album includes a song with a title about which Barbadian superstar?,5a817221554299260e20a28d
21,3,0,C,"Jonas Hummels is the younger brother of a German professional footballer who plays for the German national team, and who else?",5ab265de5542993be8fa9901
14,2,0,C,How many test centuries did the grandfather of Fabian Cowdrey make for England ?,5abc0e30554299700f9d77c5
21,2,1,C,Anti-Semetism in the 21st Century: The Resurgence was hosted by a journalist and writer who is an anchor of what show?,5a8d69d6554299441c6b9fd6
24,2,0,C,Which of the following is best known for publicly championing a terminal patient's right to die via physician-assisted suicide: Christy Canyon or Jack Kevorkian?,5a78ec67554299148911f9a1
15,3,0,C,The plaintiff in the civil suit Paul v. Clinton was born in which year ?,5addc8765542997dc7907022
17,1,1,C,How long was the rule of the dynasty that was active when the Rosetta Stone was inscribed?,5adcd95d5542990d50227d45
8,2,0,C,Sojourners and KO Magazine share what publication format?,5ae3417e5542990afbd1e0f7
20,2,0,C,"At which stadium does the team, for which Baltimore's Marching Ravens is the official marching band, play its home games?",5ae334345542991a06ce9951
43,7,0,C,"The John Messer Barn is a historic structure within the Great Smoky Mountains National Park in Sevier County, Tennessee, this barn is a different Messer Barn in which valley, in the Great Smoky Mountains of North Carolina, located in the Southeastern United States?",5abeb68d5542994516f453f9
24,4,0,C,"The NBC-affiliated television station, owned by an American telecommunications company whose founder is Julian Sinclair Smith, called WJAR is more commonly known as what?",5ab7aaf055429928e1fe388b
21,3,0,C,What nationality is the actress who played the role of Sam Sloan's wife Trudy in the sitcom The Single Guy ?,5ae1cab7554299492dc91b8a
16,3,0,C,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",5a76059155429976ec32bce6
22,2,1,C,"Who is the mother of the prince that had allegations made against him related to the lawsuit ""Two Jane Does v US""?",5ae6e5d65542992ae0d163a1
15,3,1,C,In between Memphis International Airport and Southwest Georgia Regional Airport which one is in Tennessee?,5abaebab55429939ce03dd66
16,4,0,C,"Which airport is closer to Cleaveland, Ohio, Luis Muñoz Marín International Airport or Rickenbacker International Airport?",5ab9149d5542991b5579f0e6
9,2,0,C,What profession do Kōbō Abe and Agatha Christie share?,5add57e35542992200553ac2
20,3,0,C,What all female high school is located in a town in Sunyani West District  in the Brong-Ahafo Region of Ghana?,5a8fae775542992414482b3b
8,2,0,C,"Jinchang and Liling, are located in which country?",5ab5e4d0554299494045f0a7
11,2,0,C,What type of vegetation does Fothergilla and Clerodendrum have in common?,5ab71f385542993667793f41
14,1,0,C,What are the plants in the same genus as the Dendranthema boreale sometimes called?,5a7d9eb55542990b8f5039cd
14,2,1,C,Who is the composer Howard Ashman worked with on his musical released in 1982? ,5ae5e2285542996de7b71a5a
24,3,0,C,What actor portrayed a character in a television series about a fictional race of superhumans appearing in American comic books published by Marvel Comics?,5a846f395542990548d0b2b8
13,1,0,C,What comic book published the female superhero created by J. H. Williams III?,5ac13d745542991316484a91
16,2,0,C,What country of origin does Nick Kroll and Get Him to the Greek have in common?,5a7d24f1554299452d57bb21
18,1,0,C,"The character portrayed in ""Giuliani Time"" is a real-life informal adviser to the White House in which area?",5ac28a21554299677310256e
12,1,1,C,Thomas Harris is a novelist who is famous for creating which character?,5a8f11fd554299458435d544
14,2,0,C,"Who founded the college attended by Thomas Balston, member of the Whatman paper-making family?",5a7fa11e5542995d8a8dded4
25,4,0,C,Joh Bruce Yeh founded a chamber ensemble who won a Grammy in 1985 for their recording of this work based on what Rusian folk tale?,5a8a315355429930ff3c0cee
10,3,0,C,"Which director is American, Mark L. Lester or Ken Loach?",5abef2365542997ec76fd397
16,1,0,C,Kerrygold Irish Cream Liqueur is owned by a company that mainly sells what type or product?,5a78d1bd55429974737f78bd
18,4,1,C,The USS LST-510 is a ferry between New London and Orient but what is the population of Orient?,5ab5768c554299488d4d9995
9,1,0,C,"Which band has more members, Muse or The Raconteurs?",5a7b73985542997c3ec9718b
11,1,0,C,Titus is the soundtrack to the film that starred which actors?,5abdb9125542993f32c2a018
