question,label,pca_x,pca_y,predicted_label,correct,embedding_norm
Where did the director of film Are All Men Alike? die?,C,-0.47649238,0.29867887,C,True,1.0
Are both directors of films Kalamegam and We Are Brothers from the same country?,C,-0.35420808,0.2783046,C,True,0.99999994
Do both films Amba Ambika Ambalika and Ernest Goes To Camp have the directors from the same country?,C,-0.2945183,0.29103604,C,True,1.0
When did the director of film Sathruvu die?,C,-0.3754298,0.2505078,C,True,1.0
Are director of film Desde Que Amanece Apetece and director of film The Last Survivors from the same country?,C,-0.39632303,0.35369205,C,True,1.0000001
What is the place of birth of the director of film The Uncle?,C,-0.38621667,0.3874713,C,True,0.99999994
"Which film was released more recently, Pottu Amman (Film) or Raja Manthiri?",C,-0.3521452,0.064572036,C,True,0.99999994
Are Berkeh-Ye Khalaf and Rostam Beyg located in the same country?,C,0.01728954,0.068840586,C,True,1.0
"Do both films, Thieves in Thailand and Forces of Nature (2004 film), have the directors who are from the same country?",C,-0.33017063,0.27473545,C,True,1.0
Where was the place of death of the director of film We Have Only One Life?,C,-0.36540726,0.20153433,C,True,1.0
Did Frederick Joseph Loftus-Tottenham and Arban Severin have the same nationality?,C,0.00932431,0.17612524,C,True,1.0
Who is the father of the performer of song The House That Jack Built (Song)?,C,-0.14312032,-0.10181262,C,True,1.0
What is the place of birth of the director of film Magic Man (Film)?,C,-0.34754652,0.29781002,C,True,0.9999999
Where was the director of film Stage Fright (1950 Film) born?,C,-0.40007663,0.14904326,C,True,1.0
"Who was born first, Makarios Djan or Janiel Simon?",C,-0.13898297,0.059968486,C,True,0.99999994
"Who lived longer, Constance Keys or Anthony De Jasay?",C,-0.06742794,0.15111816,C,True,1.0
"Did the magazines Reef Hobbyist Magazine and Investment Executive, originate from the same country?",C,0.065062396,0.14262648,C,True,0.99999994
Do both directors of films The Old Fritz and The Seventh Sign share the same nationality?,C,-0.312226,0.2645641,C,True,1.0
What is the date of death of the performer of song Duodenum (Song)?,C,-0.19926514,-0.20951141,C,True,1.0
What is the place of birth of Nayla Moawad's husband?,C,-0.13203625,0.17055832,C,True,0.99999994
"Which film has the director who was born first, Meiseken or The Vulture (1982 Film)?",C,-0.4309271,0.21551473,C,True,0.99999994
Are Schnitt Acht and Falconer (Band) from the same country?,C,-0.027005384,-0.051457055,C,True,0.99999994
"Which film has the director who is older, Don 2 or The Price Of Possession?",C,-0.4669569,0.11213859,C,True,0.99999994
Which country the director of film Punk: Attitude is from?,C,-0.4060018,0.09232055,C,True,0.99999994
What is the date of birth of Luke Bullen's wife?,C,-0.06483944,0.09301107,C,True,0.99999994
When did the director of film Should A Mother Tell? die?,C,-0.47450477,0.2329635,C,True,0.99999994
Are both directors of films The Splendid Sinner and The Convicted from the same country?,C,-0.4120834,0.28897196,C,True,0.99999994
"Do the movies Sunshine State (Film) and Massive Retaliation (Film), originate from the same country?",C,-0.2078573,0.2548592,C,True,0.99999994
When did the director of film Albert Schweitzer (Film) die?,C,-0.2782586,0.21194121,C,True,1.0
What nationality is the director of film The War On Democracy?,C,-0.40100154,0.2709703,C,True,1.0
When did Joanna Elisabeth Of Holstein-Gottorp's husband die?,C,-0.04100594,0.037472703,C,True,1.0
"Who died later, Clyde Dickey or Turid Karlsen Seim?",C,-0.14357556,0.11571062,B,False,1.0
What nationality is John Harbaugh's father?,C,-0.067916416,0.22681953,C,True,1.0
Where was the director of film Two Tickets To London born?,C,-0.45820877,0.13901639,C,True,1.0
Where did the director of film Fireman Save My Child (1954 Film) die?,C,-0.3461332,0.21255173,C,True,1.0
Where was the place of death of the director of film Smoke On The Potato Fields?,C,-0.31749165,0.23297177,C,True,1.0
Where was the place of death of the director of film De Blaa Drenge?,C,-0.36122987,0.27692604,C,True,0.99999994
When is the director of film Seven Psychopaths 's birthday?,C,-0.39897767,0.10977239,C,True,1.0
"Do the movies The 10th Victim and Bunker Bean, originate from the same country?",C,-0.23648795,0.2420566,C,True,1.0
Does Terry Stembridge have the same nationality as Grace English?,C,0.008069272,0.1108485,C,True,0.99999994
Are Ekaterina Voronina and Beatriz Villacañas of the same nationality?,C,-0.02878487,0.061630912,C,True,1.0
Which country the composer of song Silver Bells is from?,C,-0.06752238,-0.15364268,C,True,1.0
What is the date of death of the director of film Party Girl (1958 Film)?,C,-0.36252946,0.089278065,C,True,1.0
"Are the bands Chateaux (Band) and Stormy Six, from the same country?",C,0.01658234,-0.062968925,C,True,1.0
Where was the father of Minnie Smythe born?,C,-0.08562728,0.0902527,C,True,1.0
Who is the maternal grandfather of Countess Johanna Magdalene Of Hanau-Lichtenberg?,C,-0.024539921,0.23968983,C,True,0.99999994
"Are both villages, Vukpalaj and Ano Lechonia, located in the same country?",C,0.07909217,0.24246755,C,True,1.0
"Are both Ingur Railway Station and Colo Vale Railway Station, New South Wales located in the same country?",C,0.21067886,0.14939667,C,True,1.0
Where did the director of film Dakshayagnam (1962 Film) die?,C,-0.3483854,0.19705883,C,True,1.0
Which country the director of film Sleepless In New York is from?,C,-0.42713228,0.14868519,C,True,1.0
Do both directors of films The Mouth of the Wolf (2009 film) and Town Without Pity share the same nationality?,C,-0.36310053,0.20639591,C,True,1.0
What is the date of death of Veronique Peck's husband?,C,-0.13374998,0.20622715,C,True,0.99999994
"Which film has the director who died first, Sos Pacific or Amores De Ayer?",C,-0.42919913,0.1664482,C,True,1.0
What is the date of death of the director of film 813 (Film)?,C,-0.3882437,0.24690081,C,True,1.0
"Which song came out earlier, Apocalypse Please or Skelewu?",C,-0.06215926,-0.32524604,B,False,1.0
Where did the director of film Alex Holeh Ahavah graduate from?,C,-0.30495074,0.1441334,C,True,0.99999994
What is the date of birth of the performer of song Irma Jackson?,C,-0.19677506,-0.2306467,C,True,1.0
"Which film was released first, Such Great Foolishness or Film Geek?",C,-0.28665602,0.05866426,B,False,1.0
Does Bill Wallace (Writer) have the same nationality as P.O?,C,-0.20437202,0.23664844,C,True,0.99999994
When did the director of film Trouble With Trixie die?,C,-0.40673718,0.08464991,C,True,1.0
Where did the director of film Detective (1954 Film) die?,C,-0.3360668,0.33564243,C,True,1.0
What is the date of death of the director of film Akalangalil?,C,-0.38555276,0.2751154,C,True,0.99999994
Do director of film The Haunting of Morella and director of film The Young Girl share the same nationality?,C,-0.41872725,0.21510237,C,True,1.0
What is the date of death of the director of film Angela (1955 Film)?,C,-0.3174378,0.15731166,C,True,0.99999994
Do both films Country (film) and Raid in St. Pauli have the directors that share the same nationality?,C,-0.35348576,0.27480832,C,True,1.0
Who is the spouse of the director of film Struggle For Eagle Peak?,C,-0.3545803,0.040463526,C,True,1.0
Where was the director of film Santos Vega (1936 Film) born?,C,-0.3137309,0.20117527,C,True,1.0
"Which film was released earlier, Lake Placid Serenade or Odd Couple (Film)?",C,-0.32337666,-0.10424173,C,True,0.99999994
When did Lady Mary Fox's father die?,C,-0.053542316,0.029692154,B,False,1.0
"Who was born first, Eupremio Carruezzo or Bruno Millienne?",C,-0.1319256,0.07637569,C,True,1.0
Which country the composer of song A Dreamer'S Holiday is from?,C,-0.10199154,-0.21427609,C,True,1.0
"Do the movies 23 (Film) and Omg... We'Re In A Horror Movie!!!, originate from the same country?",C,-0.28705835,0.19568793,C,True,1.0
"Are both lakes, Mary Lake (Ontario) and Lago Di Fimon, located in the same country?",C,0.18150738,0.0647014,C,True,1.0
Who is the father of the director of film Buckaroo Sheriff Of Texas?,C,-0.313593,0.21911162,C,True,1.0
"Do both films, The Gentleman (Film) and Dream Of Love, have the directors who are from the same country?",C,-0.4066957,0.26885423,C,True,1.0
When did Juan Torena's wife die?,C,-0.023452641,0.03680638,B,False,1.0
"Do both films, Vivahitha and Silver River (Film), have the directors who are from the same country?",C,-0.3707923,0.28243345,C,True,0.99999994
Do both directors of films The Virgin and the Macho Man and Mr. Warmth: The Don Rickles Project have the same nationality?,C,-0.35947803,0.2578327,C,True,0.99999994
Do both films: Arbitrage (film) and In the Wake of a Stranger have the directors from the same country?,C,-0.39871088,0.36965954,C,True,0.99999994
Do both films Zebrahead (film) and Comedians (1925 film) have the directors from the same country?,C,-0.2842049,0.25720713,C,True,0.99999994
When was the director of film Jiraiya The Hero born?,C,-0.42022753,0.23218223,C,True,1.0
"Are both high schools, Fort Zumwalt South High School and West Chester East High School, located in the same country?",C,0.2591404,0.07852157,C,True,1.0
"Are both villages, Halvehhani and Aq Bolagh, Qazvin, located in the same country?",C,0.05986895,0.20291391,C,True,1.0
Which country the director of film La Otra Y Yo is from?,C,-0.40767485,0.17525777,C,True,1.0
When was the director of film Yellowstone (Film) born?,C,-0.28845018,0.2052904,C,True,1.0
"Which film came out earlier, Zehreela Insaan or Bert: The Last Virgin?",C,-0.2757815,0.06341694,B,False,1.0
When did Louis Ii Of Italy's father die?,C,-0.008460324,0.24486625,C,True,1.0
Are the directors of both films Sharmeelee and American Hustle from the same country?,C,-0.38181567,0.13062462,C,True,1.0
"Which film has the director died earlier, Sweepstakes Winner or The Rocket From Calabuch?",C,-0.35974568,0.09895265,C,True,1.0
Where was the director of film Heroes Of Fort Worth born?,C,-0.2734107,0.22757298,C,True,0.99999994
When is the composer of film Artham 's birthday?,C,-0.34587115,0.0772103,C,True,1.0
Are the directors of both films Kathiruntha Kangal and Under The Tonto Rim (1928 Film) from the same country?,C,-0.33489707,0.21770999,C,True,1.0
"Which film has the director died later, The Virtuous Scoundrel or Barbary Coast Gent?",C,-0.39445198,0.30477294,C,True,1.0
Are the directors of both films Night Terrors (Film) and Anhonee (1973 Film) from the same country?,C,-0.37812227,0.24345775,C,True,0.99999994
"Which film was released more recently, Gautam Govinda or Danur 2: Maddah?",C,-0.25310695,0.07650419,C,True,1.0
What nationality is the performer of song Orange Sky (Song)?,C,-0.2078395,-0.18100715,C,True,1.0
Do both films See Jack Run and Buena Vista Social Club (Film) have the directors that share the same nationality?,C,-0.28314233,0.22655071,C,True,0.9999999
Who is the mother of the composer of film Todo Es Mentira?,C,-0.2981019,-0.0045259707,C,True,1.0
Do Yaman Okay and Mike Fiers have the same nationality?,C,-0.13030821,0.044992827,C,True,0.99999994
"Are both villages, Khalti and Chah-E Chaheh, located in the same country?",C,0.07369554,0.18455862,C,True,1.0
"Which film has the director who is older, Les Braqueuses or Call Northside 777?",C,-0.35982382,0.16379328,C,True,1.0
Where was the place of burial of the performer of song Just Waitin'?,C,-0.10716042,-0.26293093,C,True,1.0
Where was the place of death of the director of film Rave Un2 The Year 2000?,C,-0.35569376,0.17083348,C,True,0.99999994
Did Mohammad Fariduddin and Dick Wearmouth have the same nationality?,C,-0.09887314,0.2556284,C,True,1.0
"Are the bands The Blakes and Big Supreme, from the same country?",C,-0.022644153,-0.20986009,C,True,0.99999994
"Which film has the director who was born first, Lianhua Symphony or Without Evidence?",C,-0.40344706,0.1547046,C,True,0.99999994
Where did Umberto Agnelli's mother die?,C,-0.09886408,0.20426397,C,True,1.0
Do both directors of films Adada and Fading Gigolo have the same nationality?,C,-0.38177973,0.12699792,C,True,1.0
Are Carfury and Albu Shahbaz located in the same country?,C,-0.022799121,0.074400775,C,True,1.0
Are both Kandry and Salash-E Disam located in the same country?,C,0.14985305,0.188148,C,True,1.0
"Which film has the director born first, The House (2011 film) or Pengkhianatan G30S/PKI?",C,-0.4074382,0.21383615,C,True,1.0
"Which film has the director who was born later, Don't Shoot the Composer or Sökarna?",C,-0.49298874,0.07019758,C,True,0.99999994
What is the date of death of the director of film Hoodman Blind?,C,-0.3990864,0.19686612,C,True,0.99999994
"Are both villages, Peniki and Goleh Dun, located in the same country?",C,0.081631646,0.23375535,C,True,1.0
What is the place of birth of the composer of film Anjali (1977 Film)?,C,-0.35024667,0.10794557,C,True,1.0
"Are Shaveh, Markazi and Brajićevići located in the same country?",C,0.03468322,0.17267598,C,True,1.0
What is the place of birth of the director of film Zero (1928 Film)?,C,-0.32506156,0.2901227,C,True,1.0
Where was the place of death of the director of film The Mysteries Of Paris (1962 Film)?,C,-0.23555906,0.32007718,C,True,1.0
"Do both films, Marianela (1955 Film) and Arrowhead (1953 Film), have the directors who are from the same country?",C,-0.2727765,0.2862814,C,True,1.0
Do both films Circle Of Friends (1995 Film) and Luponini From Chicago have the directors that share the same nationality?,C,-0.29389456,0.17989866,C,True,0.99999994
When did Henry Reginald Courtenay (Mp)'s father die?,C,-0.055663615,0.14175361,C,True,0.99999994
Are both directors of films El Mar De Lucas and How Sweet It Is (2013 Film) from the same country?,C,-0.346914,0.23878528,C,True,0.99999994
When did the director of film Scrooge (1935 Film) die?,C,-0.3244529,0.19818991,C,True,0.99999994
Do both films: Black Thunder (Film) and Farz (1967 Film) have the directors from the same country?,C,-0.3592959,0.21181817,C,True,1.0
What is the date of death of the director of film Song Of The Phoenix?,C,-0.45289224,0.019543063,C,True,0.99999994
"Who is Ethelreda, Daughter Of Gospatric's mother-in-law?",C,-0.11819569,0.04845942,C,True,1.0
Where was the director of film Coordinates Of Death born?,C,-0.43607485,0.36121956,C,True,1.0
"Are both villages, Yamn and Galinheiro, located in the same country?",C,0.109481625,0.18866175,C,True,1.0
Does Alexandra Camenșcic have the same nationality as Robert Broadnax Glenn?,C,-0.11341406,0.13170187,C,True,1.0
"Which film has the director born earlier, Blonde Ice or Shadow (1956 film)?",C,-0.42174774,0.11387908,C,True,0.99999994
What is the cause of death of Elizabeth Thorndike's husband?,C,-0.0865312,0.10468424,C,True,1.0
Do both directors of films Aatmiyulu and La Gallina Clueca share the same nationality?,C,-0.34117368,0.32305503,C,True,0.99999994
Are Qeshlaq-E Jafar Qoli and Avdarma both located in the same country?,C,-0.0054067895,0.2309571,C,True,1.0
Which country Raymond Hackett's wife is from?,C,-0.12835369,0.06397803,C,True,1.0
Are Hamadan Seljeh and Bid Zarrin-E Sofla both located in the same country?,C,0.072322495,0.1712907,C,True,0.99999994
"Which film was released more recently, Murder Obsession or Cuore Sacro?",C,-0.3157788,0.025144145,B,False,1.0
"Did the movies Star Appeal (Film) and Cradle Song (1994 Film), originate from the same country?",C,-0.3276934,-0.05842812,C,True,1.0
"Are Kaj Kolah, Zanjan and Nurabad, Shazand both located in the same country?",C,-0.005201408,0.083136424,C,True,1.0
Where did the director of film Confession (1937 Film) die?,C,-0.35828084,0.19281578,C,True,1.0
"Are both villages, Kushk-E Mur and Bistrica (Crna Trava), located in the same country?",C,0.09786486,0.1698516,C,True,0.99999994
"Who was born first, Madhukar Vasudev Dhond or Abdallah Al-Ajmi?",C,-0.12049818,0.09056294,C,True,1.0
"Which film has the director born later, The King Of Marvin Gardens or The Wedding Of Lilli Marlene?",C,-0.41880044,0.09923484,C,True,1.0
What is the date of birth of the director of film The Private Life Of A Modern Woman?,C,-0.40369934,0.22613761,C,True,1.0
"Are both movies, The Little Thing (1923 Film) and Call Girl (2007 Film), from the same country?",C,-0.29164028,0.090516225,C,True,1.0
"Are Hugh Gough, 1St Viscount Gough and David Douglas (Wide Receiver) of the same nationality?",C,0.019401446,0.25662625,C,True,0.99999994
"Who was born earlier, Joseph Peter Kinneary or Nando (Footballer, Born May 1967)?",C,0.01936678,0.13600151,C,True,1.0
Who is the father-in-law of Iset Ta-Hemdjert?,C,-0.11648727,0.1988426,C,True,1.0
When did the director of film Poor Man'S Pudding die?,C,-0.35612,0.19317982,C,True,1.0
Where did the director of film Tarzan And The Jungle Boy die?,C,-0.3422746,0.17936276,C,True,0.99999994
When did Adolphe-Philippe Caron's father die?,C,-0.058851406,0.21549809,C,True,0.99999994
"Are both villages, Batar Chakhar and Tang-E Esmail, located in the same country?",C,0.04434873,0.22256532,C,True,1.0
What is the date of birth of Derek Mckeith's mother?,C,-0.0888641,0.11936781,C,True,0.9999999
Are the directors of both films When A Man'S A Man and Familien Gyldenkål from the same country?,C,-0.38567743,0.29858434,C,True,1.0
When was the director of film The Pointing Finger (1919 Film) born?,C,-0.31715006,0.21688563,C,True,1.0
When was the performer of song Did I Ever Tell You born?,C,-0.15042374,-0.32404152,B,False,0.99999994
What is the date of birth of the director of film Katanga Business?,C,-0.38072124,0.25501624,C,True,1.0
Who is Layla Bint Abi Murrah Al-Thaqafi's mother-in-law?,C,-0.2393765,-0.02395862,C,True,1.0
Which country the director of film One Night In Yoshiwara is from?,C,-0.38128403,0.17032567,C,True,1.0
"Are both movies, A Ménesgazda and Brooklyn (Film), from the same country?",C,-0.2717588,0.1616242,C,True,1.0
When was the director of film The Recruiter (2004 Film) born?,C,-0.3469347,0.17800672,C,True,1.0
Does Donald Heiney have the same nationality as Song Binbin?,C,-0.12526836,-0.021922732,C,True,1.0
Where was the father of Benjamin Franklin Bache (Journalist) born?,C,0.06166106,0.19645716,C,True,1.0
Do both films Khoon Ki Keemat and Girls At Arms 2 have the directors from the same country?,C,-0.37397686,0.22076814,C,True,1.0
Are both Gerald Berragan and Pol Verschuere from the same country?,C,-0.03963588,0.23661992,C,True,1.0
"Are Kaga, Republic Of Bashkortostan and Qezmazari located in the same country?",C,0.076654725,0.16844058,C,True,1.0
What is the date of death of Wolf Rüdiger Hess's mother?,C,-0.13609979,0.093240246,C,True,1.0
Does Kristens Krīgers have the same nationality as Marlene Catterall?,C,-0.1746292,0.040122494,C,True,0.99999994
Who is the father of Savivanh Savang?,C,-0.02336544,0.22447181,C,True,1.0
"Which film came out earlier, Starrbooty or Condemned To Live?",C,-0.34802076,-0.048111048,C,True,1.0
Where did the director of film Mr. Sampat die?,C,-0.38928288,0.31610417,C,True,0.99999994
Do Cliff Cook and John Drawbridge have the same nationality?,C,-0.12975053,0.19764811,C,True,0.99999994
What is the date of death of Konstantin Kuzakov's father?,C,-0.096353,0.17934002,C,True,0.99999994
"Which film has the director died first, Eye Of The Eagle (1987 Film) or Tipi Da Spiaggia?",C,-0.39711258,0.16408096,C,True,1.0
"Who was born first, Peter Przygodda or Inga Broberg?",C,-0.11448379,0.13381949,C,True,1.0
What is the place of birth of the director of film Allie & Me?,C,-0.41467106,0.25908223,C,True,0.99999994
Which country the composer of film Diamond Skulls is from?,C,-0.2466819,0.03920193,C,True,0.99999994
Who is the spouse of the director of film Angels In The Infield?,C,-0.38291144,0.14389434,C,True,1.0
When did Nazperver Kadın's husband die?,C,-0.15568337,0.09840297,C,True,0.99999994
Who was born first out of France Adamič and Gary Gabelich?,C,0.05517431,0.13757703,C,True,1.0
"Are Riku, Savadkuh and Sheli both located in the same country?",C,0.09807552,0.14109486,C,True,0.99999994
Where was the director of film Ninì Tirabusciò: La Donna Che Inventò La Mossa born?,C,-0.32838094,0.1967758,C,True,0.9999999
What is the date of death of the performer of song I Believe In Everything (Song)?,C,-0.1835654,-0.26029453,C,True,0.99999994
Where did the director of film Ten Canoes study?,C,-0.2234316,0.18911843,C,True,0.99999994
Do both films New Dawn (Film) and The War Of The Oxen (1920 Film) have the directors from the same country?,C,-0.27844524,0.34340647,C,True,1.0
Which country the director of film Left Behind Ii: Tribulation Force is from?,C,-0.37215263,0.28497198,C,True,1.0
Do both films Sri Rama Pattabhishekam and Our Man In Havana (Film) have the directors from the same country?,C,-0.33763567,0.2879309,C,True,1.0
When did Prince Waldemar Of Prussia (1868–1879)'s mother die?,C,0.13203877,0.15528941,C,True,0.99999994
Where was the place of death of the director of film The Road Through The Dark?,C,-0.3592302,0.20665814,C,True,1.0
Do both directors of films City Of Ember and Oklahoma Blues share the same nationality?,C,-0.29110694,0.15965103,C,True,1.0
Are Ovgoros and Wadi Qabbani located in the same country?,C,0.08778081,0.21311933,C,True,1.0
What is the date of death of Mirza Jahangir's father?,C,-0.14218087,0.15258268,C,True,1.0
What nationality is the director of film The Sin Of Harold Diddlebock?,C,-0.32270247,0.23017362,C,True,1.0
Who is the father of the performer of song Breaking News (Song)?,C,-0.20614322,-0.19092572,C,True,1.0
Are the directors of both films That Texas Jamboree and Adorable Lies from the same country?,C,-0.3585379,0.127954,C,True,1.0
"Are both villages, Shakheh-Ye Sofla and Rig Sefid, Zagheh, located in the same country?",C,0.05521926,0.14768372,C,True,1.0
Are Hesar-E Shineh and Chah-E Tanureh located in the same country?,C,0.13328588,0.17247745,C,True,0.99999994
Do director of film The Somme (film) and director of film Tiger Thompson have the same nationality?,C,-0.33624923,0.35200393,C,True,1.0
"Which film came out earlier, In Again, Out Again or Free Willy 3: The Rescue?",C,-0.2982051,0.05536746,B,False,1.0
What nationality is the director of film What Does Brigitte Want??,C,-0.44753942,0.18692002,C,True,1.0
Where was the place of death of the director of film Beyond Justice?,C,-0.4049641,0.2600833,C,True,0.99999994
Are Lords Lake (South Dakota) and Lough Gill located in the same country?,C,0.21207973,0.13810168,C,True,1.0
Which magazine was started first Arthur's Magazine or First for Women?,C,0.05110911,0.0052719363,B,False,1.0
The Oberoi family is part of a hotel company that has a head office in what city?,C,0.0063885115,0.15749578,C,True,0.99999994
"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",C,-0.124625,-0.12842092,C,True,0.99999994
 What nationality was James Henry Miller's wife?,C,-0.13663924,0.0876667,B,False,1.0
"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",C,0.064667344,-0.07395009,B,False,1.0
"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?",C,0.03976825,-0.029981785,B,False,1.0
Which genus of moth in the world's seventh-largest country contains only one species?,C,0.12259203,0.06431795,B,False,0.99999994
"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",C,0.013399165,0.05303392,C,True,1.0
"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",C,-0.05586184,0.10348824,C,True,1.0
What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,C,0.044507556,-0.07230909,C,True,1.0
"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?",C,-0.2571615,-0.4070768,B,False,1.0
"Gunmen from Laredo starred which narrator of ""Frontier""?",C,-0.27272597,0.03655978,C,True,1.0
Where did the form of music played by Die Rhöner Säuwäntzt originate?,C,-0.015925864,-0.054394916,C,True,0.9999999
In which American football game was Malcolm Smith named Most Valuable player?,C,0.07290405,-0.10781653,B,False,1.0
"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",C,0.23572132,-0.01623542,C,True,0.99999994
"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",C,-0.23798373,-0.047653306,B,False,1.0
What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,C,-0.1772252,-0.2915158,C,True,0.99999994
"Human Error"" is the season finale of the third season of a tv show that aired on what network?",C,-0.04350337,-0.10123871,C,True,1.0
"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",C,-0.09877557,-0.35434392,B,False,0.99999994
"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where?",C,-0.045958087,0.05216314,C,True,0.99999994
"Which state does the drug stores, of which the CEO is Warren Bryant, are located?",C,0.09446175,-0.019357892,C,True,1.0
Which  American politician did Donahue replaced ,C,0.025452843,0.14480492,B,False,0.99999994
"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds?",C,0.0016198895,-0.35521913,C,True,1.0
How old is the female main protagonist of Catching Fire?,C,-0.20213841,-0.017984683,C,True,1.0
Chang Ucchin was born in korea during a time that ended with the conclusion of what? ,C,0.006457703,0.13735592,C,True,1.0
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,C,-0.36089957,0.11010581,C,True,1.0
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?",C,-0.19341338,-0.18776624,B,False,0.99999994
Were Pavel Urysohn and Leonid Levin known for the same type of work?,C,-0.09603178,0.21878198,C,True,0.99999994
Are both The New Pornographers and Kings of Leon American rock bands?,C,-0.16282652,-0.15536866,C,True,1.0
"750 7th Avenue and 101 Park Avenue, are located in which city?",C,0.1626465,-0.032695845,B,False,1.0
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?",C,-0.17170842,-0.03813135,B,False,0.99999994
"Who was born first, Pablo Trapero or Aleksander Ford?",C,-0.12436896,0.090313874,C,True,1.0
Are Jane and First for Women both women's magazines?,C,0.021835813,-0.04810373,B,False,1.0
What profession does Nicholas Ray and Elia Kazan have in common?,C,-0.17338184,0.22324583,C,True,1.0
Where is the company that purchased Aixam based in?,C,0.11898964,0.11252679,C,True,1.0
"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?",C,-0.15032662,-0.06749886,C,True,1.0
"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg?",C,-0.019677946,-0.09737503,C,True,0.99999994
Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,C,0.17001818,0.04624099,B,False,1.0
"The Royal Commission into Drug Trafficking (1977–1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?  ",C,-0.0055910563,0.13883333,C,True,1.0
"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?",C,0.2440682,0.047897384,B,False,1.0
The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,C,0.13687134,0.1024618,C,True,0.9999999
"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed by Missoula? ",C,0.36271942,0.055487286,B,False,1.0
Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?,C,-0.12432003,-0.42764193,B,False,1.0
Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,C,-0.04413105,-0.30817848,B,False,1.0
"What American country music singer-songwriter, born in May of 1942, sang a duet with her ex-husband the same year that he released the song ""The Battle?""",C,-0.15793285,-0.37966,C,True,1.0
"Who was born first, Francis Nethersole or Elizabeth Stuart?",C,0.014741026,0.12593685,C,True,0.99999994
What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,C,0.15964334,0.062467285,B,False,1.0
"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",C,0.028000815,0.038486373,C,True,0.99999994
What male actor starred in The Messenger?,C,-0.36815333,0.1485246,C,True,1.0
Are Gin and tonic and Paloma both cocktails based on tequila?,C,0.072837874,0.014986451,B,False,1.0
Who is older Glenn Hughes or Ross Lynch?,C,-0.13707824,0.0072746086,C,True,1.0
"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?",C,-0.090251826,-0.16748813,C,True,0.99999994
The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,C,0.14567734,0.076049075,C,True,0.99999994
In what show did Cynthia Nixon receive the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,C,-0.07095609,-0.09043311,B,False,1.0
"Lee Jun-fan played what character in ""The Green Hornet"" television series?",C,-0.14952183,0.012310347,B,False,0.9999999
"The 1895/96 Football League season was the eighth in Football League history with Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?",C,0.19914888,0.010517058,B,False,1.0
"A Head Full of Dreams Tour is the seventh tour by Coldplay, and which had it's first show at a stadium that is known as Estadio Unico and is owned by who?",C,0.11094345,-0.18271603,B,False,1.0
